"","Date_Date","Sheet.Name","Daily_New_Cases","Cases_White","Cases_Black","Deaths_White","Deaths_Black","cases_per_pop","cases_per_pop_white","cases_per_pop_black","cases_per_pop_latinx","cases_per_pop_asian","cases_per_pop_aian","cases_per_pop_hnpi","cases_per_pop_multi","cases_per_pop_other","cases_per_pop_hispanic","cases_per_pop_nonhispanic","deaths_per_pop","deaths_per_pop_white","deaths_per_pop_black","deaths_per_pop_latinx","deaths_per_pop_asian","deaths_per_pop_aian","deaths_per_pop_hnpi","deaths_per_pop_multi","deaths_per_pop_other","deaths_per_pop_hispanic","deaths_per_pop_nonhispanic","case_fatality","case_fatality_white","case_fatality_black","case_fatality_latinx","case_fatality_asian","case_fatality_aian","case_fatality_hnpi","case_fatality_multi","case_fatality_other","case_fatality_hispanic","case_fatality_nonhispanic"
"1",2020-06-03,"MIDetroit",NA,637,7278,94,1127,1642.01696805015,914.402193416878,1372.3401246382,NA,NA,NA,NA,NA,23874.8627881449,NA,NA,203.941490500698,134.935331524626,212.507188852329,NA,NA,NA,NA,NA,2579.58287596048,NA,NA,12.42,14.756671899529,15.4850233580654,NA,NA,NA,NA,NA,10.8045977011494,NA,NA
"2",2020-06-04,"MIDetroit",26,639,7301,94,1133,1645.85656164394,917.273157917402,1376.67700604335,NA,NA,NA,NA,NA,24094.4017563117,NA,NA,205.12290391417,134.935331524626,213.63854921889,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.46,14.7104851330203,15.5184221339543,NA,NA,NA,NA,NA,10.9339407744875,NA,NA
"3",2020-06-05,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2020-06-06,"MIDetroit",NA,637,7352,93,1146,1655.01251559835,914.402193416878,1386.29356915912,NA,NA,NA,NA,NA,24149.2864983535,NA,NA,206.599670681011,133.499849274364,216.089830013105,NA,NA,NA,NA,NA,2579.58287596048,NA,NA,12.48,14.5996860282575,15.5875952121872,NA,NA,NA,NA,NA,10.6818181818182,NA,NA
"5",2020-06-07,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2020-06-08,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2020-06-09,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2020-06-10,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2020-06-11,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2020-06-12,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2020-06-13,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2020-06-14,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2020-06-15,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2020-06-16,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2020-06-17,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2020-06-18,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2020-06-19,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2020-06-20,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2020-06-21,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2020-06-22,"MIDetroit",NA,669,7561,96,1174,1687.05835443879,960.337625425262,1425.70262192765,NA,NA,NA,NA,NA,27003.2930845225,NA,NA,211.177647658217,137.80629602515,221.369511723722,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.52,14.3497757847534,15.5270466869462,NA,NA,NA,NA,NA,9.75609756097561,NA,NA
"21",2020-06-23,"MIDetroit",33,671,7568,96,1174,1691.93168476937,963.208589925786,1427.0225423553,NA,NA,NA,NA,NA,27058.1778265642,NA,NA,211.177647658217,137.80629602515,221.369511723722,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.48,14.3070044709389,15.5126849894292,NA,NA,NA,NA,NA,9.73630831643002,NA,NA
"22",2020-06-24,"MIDetroit",43,673,7577,96,1177,1698.28178186678,966.079554426309,1428.71958290514,NA,NA,NA,NA,NA,27442.3710208562,NA,NA,211.620677688269,137.80629602515,221.935191907002,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.46,14.2644873699851,15.5338524481985,NA,NA,NA,NA,NA,9.6,NA,NA
"23",2020-06-25,"MIDetroit",20,674,7588,97,1182,1701.23531540046,967.515036676572,1430.79374357717,NA,NA,NA,NA,NA,27716.7947310648,NA,NA,212.506737748374,139.241778275412,222.877992212469,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.49,14.3916913946588,15.5772272008434,NA,NA,NA,NA,NA,9.5049504950495,NA,NA
"24",2020-06-26,"MIDetroit",8,678,7591,97,1180,1702.41672881393,973.256965677619,1431.35942376045,NA,NA,NA,NA,NA,27716.7947310648,NA,NA,212.063707718321,139.241778275412,222.500872090283,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.46,14.306784660767,15.5447240152813,NA,NA,NA,NA,NA,9.5049504950495,NA,NA
"25",2020-06-27,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2020-06-28,"MIDetroit",NA,681,7607,98,1184,1705.22258567093,977.563412428405,1434.37638473795,NA,NA,NA,NA,NA,28046.103183315,NA,NA,212.802091101742,140.677260525674,223.255112334656,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.48,14.3906020558003,15.5646115420008,NA,NA,NA,NA,NA,9.39334637964775,NA,NA
"27",2020-06-29,"MIDetroit",25,684,7633,98,1184,1708.91450258803,981.869859179191,1439.27894632638,NA,NA,NA,NA,NA,27991.2184412733,NA,NA,212.802091101742,140.677260525674,223.255112334656,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.45,14.327485380117,15.5115943927682,NA,NA,NA,NA,NA,9.41176470588235,NA,NA
"28",2020-06-30,"MIDetroit",37,685,7657,98,1186,1714.37853962534,983.305341429453,1443.80438779262,NA,NA,NA,NA,NA,28046.103183315,NA,NA,213.09744445511,140.677260525674,223.632232456843,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.43,14.3065693430657,15.4890949458012,NA,NA,NA,NA,NA,9.39334637964775,NA,NA
"29",2020-07-01,"MIDetroit",20,686,7671,98,1187,1717.33207315903,984.740823679715,1446.44422864793,NA,NA,NA,NA,NA,28155.8726673985,NA,NA,213.245121131794,140.677260525674,223.820792517937,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.42,14.2857142857143,15.4738625994003,NA,NA,NA,NA,NA,9.35672514619883,NA,NA
"30",2020-07-02,"MIDetroit",32,689,7689,100,1189,1722.05772681292,989.047270430501,1449.83830974761,NA,NA,NA,NA,NA,28320.5268935236,NA,NA,213.83582783853,143.548225026198,224.197912640124,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.42,14.5137880986938,15.4636493692288,NA,NA,NA,NA,NA,9.30232558139535,NA,NA
"31",2020-07-03,"MIDetroit",30,687,7707,99,1190,1726.48802711344,986.176305929977,1453.23239084729,NA,NA,NA,NA,NA,28759.6048298573,NA,NA,213.83582783853,142.112742775936,224.386472701217,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.39,14.410480349345,15.4405086285195,NA,NA,NA,NA,NA,9.16030534351145,NA,NA
"32",2020-07-04,"MIDetroit",21,688,7723,99,1190,1729.5892373238,987.611788180239,1456.24935182479,NA,NA,NA,NA,NA,28759.6048298573,NA,NA,213.83582783853,142.112742775936,224.386472701217,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.36,14.3895348837209,15.4085200051793,NA,NA,NA,NA,NA,9.16030534351145,NA,NA
"33",2020-07-05,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2020-07-06,"MIDetroit",NA,692,7750,99,1189,1736.97307115801,993.353717181287,1461.34047347431,NA,NA,NA,NA,NA,29034.0285400659,NA,NA,213.688151161846,142.112742775936,224.197912640124,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.3,14.3063583815029,15.341935483871,NA,NA,NA,NA,NA,9.07372400756144,NA,NA
"35",2020-07-07,"MIDetroit",23,695,7776,99,1192,1740.36963472174,997.660163932073,1466.24303506274,NA,NA,NA,NA,NA,29143.7980241493,NA,NA,214.426534545267,142.112742775936,224.763592823404,NA,NA,NA,NA,NA,2689.35236004391,NA,NA,12.32,14.2446043165468,15.3292181069959,NA,NA,NA,NA,NA,9.22787193973635,NA,NA
"36",2020-07-08,"MIDetroit",48,699,7797,99,1193,1747.45811520258,1003.40209293312,1470.20279634571,NA,NA,NA,NA,NA,29143.7980241493,NA,NA,214.426534545267,142.112742775936,224.952152884498,NA,NA,NA,NA,NA,2689.35236004391,NA,NA,12.27,14.1630901287554,15.3007567012954,NA,NA,NA,NA,NA,9.22787193973635,NA,NA
"37",2020-07-09,"MIDetroit",37,704,7818,99,1193,1752.92215223989,1010.57950418443,1474.16255762867,NA,NA,NA,NA,NA,29363.3369923161,NA,NA,214.426534545267,142.112742775936,224.952152884498,NA,NA,NA,NA,NA,2689.35236004391,NA,NA,12.23,14.0625,15.2596572013303,NA,NA,NA,NA,NA,9.1588785046729,NA,NA
"38",2020-07-10,"MIDetroit",38,704,7844,99,1197,1758.53386595388,1010.57950418443,1479.0651192171,NA,NA,NA,NA,NA,29473.1064763996,NA,NA,214.869564575319,142.112742775936,225.706393128871,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.22,14.0625,15.2600713921469,NA,NA,NA,NA,NA,8.93854748603352,NA,NA
"39",2020-07-11,"MIDetroit",28,707,7865,99,1203,1762.66881290103,1014.88595093522,1483.02488050006,NA,NA,NA,NA,NA,29802.4149286498,NA,NA,215.755624635423,142.112742775936,226.837753495432,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.24,14.002828854314,15.2956134774317,NA,NA,NA,NA,NA,8.83977900552486,NA,NA
"40",2020-07-12,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2020-07-13,"MIDetroit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2020-07-14,"MIDetroit",NA,715,7926,100,1203,1776.99345053939,1026.36980893731,1494.52704422676,NA,NA,NA,NA,NA,30351.262349067,NA,NA,215.903301312107,143.548225026198,226.837753495432,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.15,13.986013986014,15.1778955336866,NA,NA,NA,NA,NA,8.67992766726944,NA,NA
"43",2020-07-15,"MIDetroit",42,715,7961,100,1202,1783.19587096012,1026.36980893731,1501.12664636503,NA,NA,NA,NA,NA,30406.1470911087,NA,NA,215.755624635423,143.548225026198,226.649193434339,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.1,13.986013986014,15.0986057028012,NA,NA,NA,NA,NA,8.66425992779783,NA,NA
"44",2020-07-16,"MIDetroit",64,723,8001,100,1205,1792.6471782679,1037.85366693941,1508.66904880877,NA,NA,NA,NA,NA,30845.2250274424,NA,NA,216.198654665475,143.548225026198,227.214873617619,NA,NA,NA,NA,NA,2634.4676180022,NA,NA,12.06,13.8312586445367,15.0606174228221,NA,NA,NA,NA,NA,8.54092526690392,NA,NA
